,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,G+A-PK,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Att,Cmp%,Att (GK),Thr,Launch%,Launch%,AvgLen,AvgLen,Att,Att,Launch%,Launch%,AvgLen,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League,Year
362,Kike Pérez,ES,MF,MF,Valladolid,27.0,1997.0,19,14,1191,13.2,2,0.15,0,0.00,2,0.15,2,0.15,0,0,6,0,2.1,2.1,1.0,3.1,19,67,28,2,0.15,0,0.00,2,0.15,2,0.15,0.15,0.15,0.00,0.15,0.15,0.15,0.16,0.08,0.24,0.16,0.24,37,26,15,19,3,15,26,57.7,11,16,4,12,7,44,18,0,440,564,78.0,8065,2480,183,220,83.2,191,217,88.0,49,92,53.3,0,1.0,1.1,-1.0,17,47,5,0,67,723,19,166,412,159,18,723,22,8,36.4,12,54.5,2211,1125,18,4,25,13,441,28,36,2.72,20,11,1,1,2,1,1,0.08,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
363,Kike Salas,ES,DF,DF,Sevilla,22.0,2002.0,31,25,2238,24.9,3,0.12,2,0.08,5,0.20,3,0.12,0,0,6,0,1.9,1.9,0.6,2.5,7,59,18,3,0.12,2,0.08,5,0.20,3,0.12,0.20,0.12,0.08,0.20,0.12,0.20,0.08,0.02,0.10,0.08,0.10,47,28,24,16,7,27,46,58.7,19,26,14,12,32,79,146,0,1109,1412,78.5,21141,7603,419,465,90.1,579,670,86.4,105,251,41.8,2,0.6,0.9,+1.4,6,69,3,1,59,1710,177,883,707,129,27,1710,5,3,60.0,2,40.0,2745,1430,3,0,11,2,1022,18,17,0.68,14,0,0,3,0,0,4,0.16,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
364,Kiko Femenía,ES,DF,DF,Villarreal,33.0,1991.0,28,27,2227,24.7,0,0.00,1,0.04,1,0.04,0,0.00,0,0,7,0,0.4,0.4,1.3,1.7,52,112,44,0,0.00,1,0.04,1,0.04,0,0.00,0.04,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.07,0.01,0.07,50,34,34,14,2,33,57,57.9,24,21,10,11,40,90,62,3,1339,1506,88.9,22076,7230,679,717,94.7,562,624,90.1,82,126,65.1,1,1.3,2.1,-0.3,16,108,24,14,112,1710,95,630,812,280,9,1710,24,17,70.8,6,25.0,4937,2602,30,0,22,10,1036,44,43,1.74,35,3,2,0,0,3,5,0.20,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
365,Kiké,ES,FW,FW,Alavés,34.0,1989.0,35,29,2542,28.2,13,0.46,0,0.00,13,0.46,10,0.35,3,3,5,1,9.6,7.2,0.9,8.2,25,50,158,13,0.46,0,0.00,13,0.46,10,0.35,0.35,0.46,0.00,0.46,0.35,0.35,0.34,0.03,0.37,0.26,0.29,19,14,1,12,6,6,17,35.3,11,11,4,7,1,20,23,0,384,588,65.3,5279,915,232,307,75.6,106,169,62.7,20,45,44.4,0,0.9,1.6,-0.9,13,30,6,1,50,894,24,70,404,433,120,891,35,13,37.1,20,57.1,2136,739,18,10,98,42,719,158,38,1.35,30,0,0,2,6,0,4,0.14,3,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
366,Kim Minsu,KR,MF,FW,Girona,18.0,2006.0,3,0,22,0.2,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,10,90.0,105,8,5,6,83.3,3,3,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,18,0,0,8,10,0,18,2,0,0.0,2,100.0,62,9,0,0,3,1,15,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
367,Kirian Rodríguez,ES,MF,MF,Las Palmas,28.0,1996.0,21,21,1758,19.5,0,0.00,3,0.15,3,0.15,0,0.00,0,0,2,0,1.6,1.6,1.5,3.0,25,128,39,0,0.00,3,0.15,3,0.15,0,0.00,0.15,0.00,0.15,0.15,0.00,0.15,0.08,0.07,0.16,0.08,0.16,33,17,12,18,3,22,43,51.2,21,22,4,18,10,43,21,0,1026,1204,85.2,16191,4876,546,597,91.5,379,429,88.3,75,120,62.5,3,1.5,1.4,+1.5,16,106,14,1,128,1357,47,294,872,199,15,1357,16,11,68.8,5,31.3,3545,1999,24,0,20,14,1027,39,49,2.51,43,2,1,0,2,1,7,0.36,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
368,Koke,ES,MF,MF,Atlético Madrid,32.0,1992.0,32,20,1926,21.4,1,0.05,1,0.05,2,0.09,1,0.05,0,0,4,0,1.1,1.1,1.4,2.5,22,132,18,1,0.05,1,0.05,2,0.09,1,0.05,0.09,0.05,0.05,0.09,0.05,0.09,0.05,0.07,0.12,0.05,0.12,46,23,18,22,6,21,43,48.8,22,24,2,22,20,66,29,2,1444,1640,88.0,22797,7027,763,824,92.6,527,577,91.3,103,158,65.2,1,1.4,2.2,-0.4,16,134,22,6,132,1829,52,455,1075,313,10,1829,22,9,40.9,11,50.0,4782,2255,21,0,15,8,1339,18,51,2.38,48,2,0,0,0,1,5,0.23,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
369,Krapyvtsov Vladyslav,UA,GK,-,Girona,19.0,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,180.0,7.0,3.5,18.0,11.0,66.7,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,66.7,0.0,0.0,2.0,0.0,6.3,0.31,-0.7,-0.37,10.0,21,7,47.6,63.0,13.0,31.7,14.3,35.6,28.6,21,7,31.7,14.3,35.6,28.6,27.0,1.0,3.7,1.0,0.5,12.9,La Liga,2025
370,Krapyvtsov Vladyslav,UA,GK,GK,Girona,19.0,2005.0,2,2,180,2.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53,70,75.7,1585,1179,4,4,100.0,32,34,94.1,17,32,53.1,0,0.0,0.0,0.0,0,1,0,0,0,79,71,78,1,0,0,79,0,0,0,0,0,243,115,0,0,0,0,44,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
371,Kylian Mbappé,FR,FW,FW,Real Madrid,25.0,1998.0,34,34,2907,32.3,31,0.96,3,0.09,34,1.05,24,0.74,7,9,3,1,25.9,18.6,7.7,26.3,150,140,386,31,0.96,3,0.09,34,1.05,24,0.74,0.84,0.96,0.09,1.05,0.74,0.84,0.80,0.24,1.04,0.58,0.81,8,5,1,3,4,1,5,20.0,4,3,0,3,1,9,1,1,949,1145,82.9,13622,2382,575,652,88.2,250,292,85.6,62,78,79.5,3,7.7,6.6,-4.7,51,75,52,3,140,1572,1,35,439,1114,320,1563,187,83,44.4,91,48.7,6987,3808,95,96,84,49,1355,386,133,4.12,83,2,23,17,8,0,15,0.46,8,1,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
372,Ladislav Krejčí,CZ,DF,DF,Girona,25.0,1999.0,28,27,2440,27.1,2,0.07,0,0.00,2,0.07,2,0.07,0,0,9,0,1.7,1.7,0.3,2.0,29,144,6,2,0.07,0,0.00,2,0.07,2,0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,23,16,19,4,0,14,26,53.8,12,24,19,5,34,57,93,5,1924,2135,90.1,35129,12417,712,748,95.2,1066,1128,94.5,129,223,57.8,0,0.3,0.8,-0.3,8,150,12,2,144,2351,259,1089,1175,106,28,2351,12,7,58.3,4,33.3,8408,5129,18,1,15,8,1805,6,29,1.07,25,1,0,2,1,0,4,0.15,2,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
373,Lamine Yamal,ES,FW,FW,Barcelona,17.0,2007.0,35,31,2856,31.7,9,0.28,13,0.41,22,0.69,9,0.28,0,0,3,0,9.8,9.8,13.9,23.8,181,160,433,9,0.28,13,0.41,22,0.69,9,0.28,0.69,0.28,0.41,0.69,0.28,0.69,0.31,0.44,0.75,0.31,0.75,42,28,8,17,17,16,38,42.1,22,12,0,12,16,58,3,0,1161,1553,74.8,16208,4559,727,843,86.2,327,448,73.0,56,125,44.8,13,13.9,11.6,-0.9,64,78,95,16,160,2094,9,104,667,1364,226,2094,316,161,50.9,128,40.5,10141,5270,96,95,102,49,1723,433,188,5.92,112,3,38,20,11,4,29,0.91,20,0,5,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
374,Leandro Antonetti,PR,FW,FW,Sevilla,21.0,2003.0,2,0,28,0.3,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.1,0.1,0.0,0.2,1,0,3,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.09,0.54,0.45,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50.0,19,6,2,2,100.0,0,1,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,12,0,2,4,7,0,12,1,0,0.0,1,100.0,52,43,1,0,2,1,8,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
375,Leandro Cabrera,UY,DF,DF,Espanyol,33.0,1991.0,33,32,2869,31.9,4,0.13,2,0.06,6,0.19,4,0.13,0,0,4,1,1.1,1.1,0.9,2.1,9,69,6,4,0.13,2,0.06,6,0.19,4,0.13,0.19,0.13,0.06,0.19,0.13,0.19,0.03,0.03,0.06,0.03,0.06,40,23,29,8,3,19,33,57.6,14,35,25,10,30,70,199,2,1084,1442,75.2,22270,10095,362,419,86.4,563,647,87.0,149,334,44.6,2,0.9,0.7,+1.1,9,90,15,3,69,1796,332,1047,681,76,33,1796,2,1,50.0,1,50.0,3674,2284,9,0,9,1,1009,6,21,0.66,17,0,0,2,1,1,7,0.22,4,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
376,Leo Román,ES,GK,-,Mallorca,24.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,630.0,10.0,1.43,49.0,39.0,81.6,0.0,2.0,1.0,4.0,2.0,28.6,1.0,1.0,0.0,0.0,81.6,0.0,0.0,1.0,0.0,13.5,0.26,3.5,0.5,48.0,139,52,34.5,188.0,18.0,53.2,75.0,41.8,57.5,139,52,53.2,75.0,41.8,57.5,127.0,8.0,6.3,6.0,0.86,11.2,La Liga,2025
377,Leo Román,ES,GK,GK,Mallorca,24.0,2000.0,7,7,630,7.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,137,240,57.1,4877,4009,9,9,100.0,61,64,95.3,67,167,40.1,0,0.0,0.0,0.0,0,4,0,0,0,279,228,277,2,0,0,279,1,1,100.0,0,0.0,699,396,0,0,0,0,122,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
378,Logan Costa,CV,DF,DF,Villarreal,23.0,2001.0,32,28,2587,28.7,2,0.07,1,0.03,3,0.10,2,0.07,0,0,3,0,0.7,0.7,0.6,1.3,25,116,10,2,0.07,1,0.03,3,0.10,2,0.07,0.10,0.07,0.03,0.10,0.07,0.10,0.02,0.02,0.05,0.02,0.05,38,21,25,12,1,24,29,82.8,5,25,14,11,21,59,115,2,1354,1544,87.7,26242,9795,501,529,94.7,673,721,93.3,164,268,61.2,1,0.6,0.5,+0.4,4,107,6,0,116,1785,295,965,758,69,12,1785,2,0,0.0,2,100.0,5478,2994,16,0,7,0,1209,10,22,0.76,20,0,0,1,1,0,2,0.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
379,Lorenzo Aguado,ES,DF,DF,Real Madrid,21.0,2002.0,2,0,5,0.1,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,100.0,34,0,0,0,0,0,0,0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
380,Loïc Bade,FR,DF,DF,Sevilla,24.0,2000.0,32,31,2686,29.8,1,0.03,1,0.03,2,0.07,1,0.03,0,0,7,1,0.6,0.6,0.7,1.3,11,62,6,1,0.03,1,0.03,2,0.07,1,0.03,0.07,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.04,0.02,0.04,47,27,37,10,0,23,31,74.2,8,22,13,9,29,76,162,2,1562,1822,85.7,31207,11821,536,572,93.7,856,911,94.0,164,307,53.4,1,0.7,0.2,+0.3,4,94,3,0,62,2135,284,1298,799,54,20,2135,22,17,77.3,2,9.1,5710,2853,10,1,17,8,1463,6,23,0.77,20,0,1,2,0,0,2,0.07,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
381,Luca de la Torre,US,MF,MF,Celta Vigo,26.0,1998.0,1,0,4,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,80.0,55,0,2,2,100.0,2,2,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,8,0,0,8,0,0,8,1,0,0.0,1,100.0,28,24,0,0,0,0,4,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
382,Lucas Ocampos,AR,FW,FW,Sevilla,30.0,1994.0,2,2,175,1.9,0,0.00,1,0.51,1,0.51,0,0.00,0,0,0,0,0.2,0.2,0.3,0.5,5,7,20,0,0.00,1,0.51,1,0.51,0,0.00,0.51,0.00,0.51,0.51,0.00,0.51,0.08,0.17,0.25,0.08,0.25,3,2,2,0,1,1,2,50.0,1,2,0,2,0,3,2,0,65,91,71.4,1020,296,36,45,80.0,19,23,82.6,6,11,54.5,1,0.3,0.1,+0.7,3,8,2,1,7,115,1,11,60,45,5,115,8,2,25.0,5,62.5,377,183,4,0,5,3,84,20,7,3.60,7,0,0,0,0,0,2,1.03,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
383,Lucas Oliveira Rosa,BR,DF,DF,Valladolid,24.0,2000.0,21,21,1890,21.0,0,0.00,1,0.05,1,0.05,0,0.00,0,0,6,0,0.9,0.9,2.0,2.8,31,50,74,0,0.00,1,0.05,1,0.05,0,0.00,0.05,0.00,0.05,0.05,0.00,0.05,0.04,0.09,0.13,0.04,0.13,53,33,40,11,2,35,51,68.6,16,24,9,15,28,81,69,2,637,833,76.5,10312,3479,331,372,89.0,252,318,79.2,42,92,45.7,1,2.0,1.5,-1.0,13,34,6,4,50,1076,76,411,461,219,21,1076,31,14,45.2,13,41.9,2693,1460,24,5,29,11,550,74,31,1.48,24,1,2,2,1,1,1,0.05,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
384,Lucas Torró,ES,MF,MF,Osasuna,30.0,1994.0,35,35,2957,32.9,3,0.09,0,0.00,3,0.09,3,0.09,0,0,10,0,2.3,2.3,1.2,3.5,10,109,30,3,0.09,0,0.00,3,0.09,3,0.09,0.09,0.09,0.00,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,74,41,34,35,5,36,64,56.3,28,36,9,27,45,119,70,3,1026,1363,75.3,17419,5017,481,607,79.2,428,527,81.2,87,162,53.7,0,1.2,1.7,-1.2,10,114,5,0,109,1706,105,457,1004,262,55,1706,9,6,66.7,3,33.3,2958,938,14,0,42,23,981,30,38,1.16,31,0,0,5,1,1,3,0.09,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
385,Lucas Vázquez,ES,DF,DF,Real Madrid,33.0,1991.0,32,25,2189,24.3,1,0.04,5,0.21,6,0.25,1,0.04,0,0,4,0,1.4,1.4,4.7,6.1,37,99,194,1,0.04,5,0.21,6,0.25,1,0.04,0.25,0.04,0.21,0.25,0.04,0.25,0.06,0.19,0.25,0.06,0.25,58,34,33,17,8,27,48,56.3,21,24,6,18,17,75,35,1,1415,1624,87.1,21508,5227,764,823,92.8,547,622,87.9,68,107,63.6,5,4.7,3.9,+0.3,33,65,29,2,99,1850,66,481,804,577,58,1850,36,19,52.8,15,41.7,4132,2045,17,17,34,13,1331,194,65,2.67,54,5,1,2,2,1,8,0.33,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2025
