,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,G+A-PK,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Att,Cmp%,Att (GK),Thr,Launch%,Launch%,AvgLen,AvgLen,Att,Att,Launch%,Launch%,AvgLen,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League,Year
2458,Rodri,ES,FW,FW,Betis,21.0,2000.0,21,10,881,9.8,1,0.10,2,0.20,3,0.31,1,0.10,0,0,1,0,1.4,1.4,1.8,3.2,24,59,78,1,0.10,2,0.20,3,0.31,1,0.10,0.31,0.10,0.20,0.31,0.10,0.31,0.14,0.18,0.32,0.14,0.32,10,7,4,5,1,5,22,22.7,17,11,0,11,3,13,4,0,337,415,81.2,5412,1596,178,207,86.0,130,159,81.8,24,34,70.6,2,1.8,1.7,+0.2,17,42,16,0,59,505,10,66,235,212,31,505,26,16,61.5,10,38.5,2152,950,24,9,14,11,405,78,37,3.78,28,0,1,3,5,0,6,0.61,4,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2459,Rodrigo Battaglia,AR,MF,MF,Mallorca,30.0,1991.0,26,12,1179,13.1,0,0.00,0,0.00,0,0.00,0,0.00,0,0,4,0,0.4,0.4,0.1,0.5,19,41,2,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,32,16,13,19,0,15,30,50.0,15,21,10,11,10,42,36,0,427,515,82.9,6418,2202,241,265,90.9,137,163,84.0,29,47,61.7,0,0.1,0.3,-0.1,3,34,1,0,41,663,52,193,394,82,14,663,15,10,66.7,5,33.3,1671,932,9,1,12,11,336,2,13,0.99,10,0,1,0,2,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2460,Rodrigo De Paul,AR,MF,MF,Atlético Madrid,27.0,1994.0,36,24,2151,23.9,3,0.13,1,0.04,4,0.17,3,0.13,0,0,7,0,1.6,1.6,4.6,6.2,65,162,53,3,0.13,1,0.04,4,0.17,3,0.13,0.17,0.13,0.04,0.17,0.13,0.17,0.07,0.19,0.26,0.07,0.26,55,30,22,25,8,30,60,50.0,30,24,3,21,21,76,17,2,1106,1407,78.6,20406,6700,495,551,89.8,379,454,83.5,177,290,61.0,1,4.6,4.8,-3.6,49,132,40,10,162,1659,29,279,984,415,20,1659,38,25,65.8,13,34.2,5519,2768,59,5,35,31,1161,53,95,3.97,68,21,2,1,2,1,6,0.25,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2461,Rodrygo,BR,FW,FW,Real Madrid,20.0,2001.0,33,17,1523,16.9,4,0.24,4,0.24,8,0.47,4,0.24,0,0,4,0,3.4,3.4,2.4,5.8,76,49,194,4,0.24,4,0.24,8,0.47,4,0.24,0.47,0.24,0.24,0.47,0.24,0.47,0.20,0.14,0.34,0.20,0.34,18,14,7,4,7,3,18,16.7,15,21,0,21,11,29,3,0,555,682,81.4,6480,1383,377,410,92.0,100,133,75.2,15,36,41.7,4,2.4,2.7,+1.6,28,28,21,2,49,898,3,88,314,507,107,898,58,27,46.6,31,53.4,3830,2220,55,38,48,15,695,194,69,4.07,42,7,9,4,7,0,12,0.71,8,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2462,Roger Martí,ES,FW,FW,Levante,30.0,1991.0,29,25,2115,23.5,7,0.30,3,0.13,10,0.43,6,0.26,1,3,8,0,8.4,6.1,3.2,9.3,24,50,133,7,0.30,3,0.13,10,0.43,6,0.26,0.38,0.30,0.13,0.43,0.26,0.38,0.36,0.14,0.49,0.26,0.39,23,14,3,13,7,8,30,26.7,22,14,0,14,2,25,8,0,313,462,67.7,4374,1057,190,240,79.2,87,126,69.0,18,37,48.6,3,3.2,1.0,-0.2,23,23,15,1,50,679,9,34,338,318,92,676,28,14,50.0,14,50.0,1751,643,17,9,57,23,496,133,39,1.66,28,0,1,7,3,0,5,0.21,3,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2463,Ronald Araújo,UY,DF,DF,Barcelona,22.0,1999.0,30,25,2272,25.2,4,0.16,0,0.00,4,0.16,4,0.16,0,0,6,0,1.5,1.5,1.2,2.8,30,91,14,4,0.16,0,0.00,4,0.16,4,0.16,0.16,0.16,0.00,0.16,0.16,0.16,0.06,0.05,0.11,0.06,0.11,41,23,29,12,0,21,25,84.0,4,37,20,17,23,64,66,1,1491,1662,89.7,28250,8838,511,544,93.9,828,876,94.5,133,209,63.6,0,1.2,0.8,-1.2,8,74,4,3,91,1868,181,790,996,94,28,1868,8,6,75.0,2,25.0,6865,4382,19,4,17,6,1328,14,15,0.59,12,0,0,2,1,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2464,Ruben Lendinez,ES,DF,DF,Valencia,18.0,2003.0,4,1,137,1.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0,2,0,0.0,0.0,0.0,0.0,0,7,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,3,3,1,2,0,3,8,37.5,5,4,0,4,2,5,6,0,40,50,80.0,773,260,11,13,84.6,21,24,87.5,6,11,54.5,0,0.0,0.0,0.0,0,6,0,0,7,67,6,25,36,6,2,67,0,0,0,0,0,194,103,1,0,0,0,36,0,2,1.31,1,0,0,1,0,0,1,0.66,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2465,Rubén,ES,DF,DF,Espanyol,20.0,2001.0,4,1,150,1.7,0,0.00,1,0.60,1,0.60,0,0.00,0,0,0,0,0.0,0.0,0.5,0.6,5,1,8,0,0.00,1,0.60,1,0.60,0,0.00,0.60,0.00,0.60,0.60,0.00,0.60,0.01,0.32,0.33,0.01,0.33,6,1,4,2,0,4,7,57.1,3,0,0,0,2,8,4,0,45,69,65.2,660,154,20,27,74.1,17,26,65.4,2,8,25.0,1,0.5,0.2,+0.5,1,1,1,0,1,91,7,39,32,21,1,91,3,3,100.0,0,0.0,415,222,5,1,4,1,51,8,2,1.20,1,0,1,0,0,0,1,0.60,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2466,Rubén Alcaraz,ES,MF,MF,Cádiz,30.0,1991.0,14,12,1105,12.3,2,0.16,0,0.00,2,0.16,2,0.16,0,0,7,0,1.3,1.3,0.9,2.3,26,87,21,2,0.16,0,0.00,2,0.16,2,0.16,0.16,0.16,0.00,0.16,0.16,0.16,0.11,0.08,0.18,0.11,0.18,41,20,14,24,3,22,45,48.9,23,10,2,8,13,54,14,0,556,667,83.4,10541,3267,247,267,92.5,201,226,88.9,91,138,65.9,0,0.9,1.2,-0.9,14,85,12,3,87,807,18,152,513,156,18,807,17,11,64.7,6,35.3,2507,1343,10,1,21,11,526,21,39,3.18,28,5,1,2,3,0,1,0.08,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2467,Rubén Duarte,ES,DF,DF,Alavés,25.0,1995.0,34,31,2621,29.1,0,0.00,4,0.14,4,0.14,0,0.00,0,0,12,1,0.4,0.4,2.5,2.8,35,85,46,0,0.00,4,0.14,4,0.14,0,0.00,0.14,0.00,0.14,0.14,0.00,0.14,0.01,0.09,0.10,0.01,0.10,76,47,43,27,6,43,85,50.6,42,40,6,34,57,133,82,0,897,1352,66.3,15269,7747,439,510,86.1,351,495,70.9,90,265,34.0,4,2.5,2.6,+1.5,22,77,25,16,85,1676,101,535,737,415,16,1676,9,5,55.6,4,44.4,2885,1414,31,2,20,7,695,46,58,1.99,36,16,0,0,3,3,5,0.17,3,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2468,Rubén García,ES,MF,FW,Osasuna,28.0,1993.0,37,30,2375,26.4,1,0.04,6,0.23,7,0.27,1,0.04,0,2,1,0,3.1,1.6,3.4,4.9,39,96,199,1,0.04,6,0.23,7,0.27,1,0.04,0.27,0.04,0.23,0.27,0.04,0.27,0.12,0.13,0.25,0.06,0.19,43,26,12,23,8,16,49,32.7,33,31,4,27,24,67,16,0,899,1268,70.9,15312,4754,466,550,84.7,278,390,71.3,109,219,49.8,6,3.4,4.2,+2.6,58,64,50,21,96,1550,22,190,628,746,61,1548,47,24,51.1,23,48.9,3726,1693,52,11,56,18,1004,199,115,4.35,63,33,5,8,1,5,12,0.45,7,2,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2469,Rubén Peña,ES,MF,FW,Villarreal,30.0,1991.0,7,1,132,1.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,0,0.2,0.2,1.1,1.3,5,3,14,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.74,0.90,0.16,0.90,2,0,1,1,0,2,6,33.3,4,1,0,1,5,7,2,0,38,52,73.1,563,252,24,29,82.8,10,13,76.9,3,5,60.0,0,1.1,0.7,-1.1,2,3,3,2,3,75,2,15,36,25,5,75,5,2,40.0,3,60.0,332,161,4,2,2,6,48,14,8,5.45,5,0,1,1,1,0,1,0.68,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2470,Rubén Rochina,ES,MF,FW,Granada,30.0,1991.0,15,8,743,8.3,1,0.12,3,0.36,4,0.48,1,0.12,0,0,3,0,0.6,0.6,0.8,1.4,13,46,38,1,0.12,3,0.36,4,0.48,1,0.12,0.48,0.12,0.36,0.48,0.12,0.48,0.07,0.10,0.17,0.07,0.17,21,13,7,8,6,8,28,28.6,20,11,1,10,6,27,5,1,259,383,67.6,5065,1438,126,142,88.7,80,121,66.1,49,95,51.6,3,0.8,1.0,+2.2,13,28,10,4,46,490,10,69,261,171,4,490,19,14,73.7,5,26.3,1490,664,17,1,26,16,334,38,24,2.91,19,3,2,0,0,0,4,0.48,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2471,Rubén Sobrino,ES,FW,MF,Cádiz,29.0,1992.0,33,19,1861,20.7,4,0.19,1,0.05,5,0.24,4,0.19,0,0,4,0,5.4,5.3,1.8,7.1,36,38,87,4,0.19,1,0.05,5,0.24,4,0.19,0.24,0.19,0.05,0.24,0.19,0.24,0.26,0.09,0.35,0.26,0.35,28,17,11,10,7,5,35,14.3,30,21,1,20,21,49,18,0,356,498,71.5,4859,1258,221,274,80.7,89,120,74.2,20,38,52.6,1,1.8,1.7,-0.8,13,22,5,2,38,758,29,155,322,302,75,758,56,33,58.9,23,41.1,2602,1302,28,11,59,33,480,87,53,2.57,28,0,8,6,6,5,6,0.29,1,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2472,Rubén Sobrino,ES,MF,MF,Valencia,29.0,1992.0,1,0,14,0.2,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0,1,1,100.0,16,1,0,0,0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,5,0,3,2,0,0,5,1,1,100.0,0,0.0,25,0,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2473,Rui Silva,PT,GK,-,Betis,27.0,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,21.0,1964.0,21.0,0.96,76.0,55.0,75.0,0.0,11.0,4.0,6.0,8.0,38.1,2.0,2.0,0.0,0.0,75.0,0.0,0.0,2.0,0.0,20.5,0.24,-0.5,-0.02,92.0,275,176,33.5,557.0,104.0,33.8,49.4,33.1,41.6,275,176,33.8,49.4,33.1,41.6,341.0,18.0,5.3,32.0,1.47,15.7,La Liga,2022
2474,Rui Silva,PT,GK,GK,Betis,27.0,1994.0,22,21,1964,21.8,0,0.00,0,0.00,0,0.00,0,0.00,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,11,1,524,735,71.3,14281,9815,88,89,98.9,260,266,97.7,174,375,46.4,0,0.0,0.0,0.0,0,2,0,0,0,775,655,771,4,0,0,775,0,0,0,0,0,1951,1188,0,0,2,0,291,0,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2475,Rúben Vezo,PT,DF,-,Levante,27.0,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,3,50.0,1.0,0.0,300.0,33.3,149.0,29.0,4,3,300.0,33.3,149.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2476,Rúben Vezo,PT,DF,DF,Levante,27.0,1994.0,32,27,2420,26.9,0,0.00,0,0.00,0,0.00,0,0.00,0,0,4,0,0.6,0.6,0.5,1.1,21,87,8,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,41,29,28,12,1,26,41,63.4,15,41,25,16,36,77,105,1,1051,1264,83.1,22083,8328,317,364,87.1,569,620,91.8,159,245,64.9,0,0.5,0.2,-0.5,6,80,3,0,87,1551,210,843,649,64,25,1551,8,5,62.5,3,37.5,4297,2370,10,0,13,5,956,8,17,0.63,12,0,0,4,1,0,2,0.07,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2477,Salva Sevilla,ES,MF,MF,Mallorca,37.0,1984.0,28,17,1507,16.7,5,0.30,3,0.18,8,0.48,1,0.06,4,4,2,0,4.8,1.7,2.8,4.5,30,132,14,5,0.30,3,0.18,8,0.48,1,0.06,0.24,0.30,0.18,0.48,0.06,0.24,0.29,0.17,0.46,0.10,0.27,18,12,8,8,2,6,17,35.3,11,12,6,6,14,32,11,0,813,1008,80.7,14082,5291,372,410,90.7,298,348,85.6,99,172,57.6,3,2.8,3.2,+0.2,27,98,21,0,132,1120,28,232,637,266,8,1116,7,5,71.4,2,28.6,3399,1793,21,1,20,5,713,14,58,3.47,33,20,1,3,1,0,6,0.36,2,3,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2478,Salvi,ES,MF,FW,Cádiz,30.0,1991.0,23,17,1395,15.5,2,0.13,1,0.06,3,0.19,2,0.13,0,1,3,1,2.6,1.8,1.2,3.0,36,25,88,2,0.13,1,0.06,3,0.19,2,0.13,0.19,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.24,0.12,0.19,20,10,9,8,3,8,20,40.0,12,17,2,15,6,26,11,0,212,360,58.9,2930,1025,123,157,78.3,59,99,59.6,11,49,22.4,1,1.2,0.9,-0.2,8,14,15,9,25,498,20,108,180,222,29,497,16,9,56.3,7,43.8,2015,988,20,3,29,5,297,88,24,1.55,15,1,0,7,1,0,3,0.19,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2479,Samuel Chukwueze,NG,MF,FW,Villarreal,22.0,1999.0,27,12,1333,14.8,3,0.20,3,0.20,6,0.41,3,0.20,0,0,4,0,4.6,4.6,4.6,9.3,89,41,164,3,0.20,3,0.20,6,0.41,3,0.20,0.41,0.20,0.20,0.41,0.20,0.41,0.31,0.31,0.63,0.31,0.63,13,9,6,5,2,3,6,50.0,3,7,0,7,5,18,4,0,337,465,72.5,5076,1033,189,236,80.1,121,152,79.6,17,33,51.5,3,4.6,4.1,-1.6,29,11,27,1,41,681,4,71,243,383,111,681,125,66,52.8,59,47.2,3634,2019,42,55,47,20,520,164,51,3.44,37,0,10,2,2,0,7,0.47,3,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2480,Samuel Umtiti,FR,DF,DF,Barcelona,27.0,1993.0,1,1,90,1.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,0,0.0,0.0,0.0,0.0,3,6,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,2,0,0,1,2,50.0,1,1,1,0,0,2,4,0,42,50,84.0,832,310,17,19,89.5,19,22,86.4,6,7,85.7,0,0.0,0.0,0.0,0,5,0,0,6,57,10,32,26,0,0,57,0,0,0,0,0,162,132,0,0,0,0,35,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2481,Sandro Ramírez,ES,FW,FW,Getafe,26.0,1995.0,29,19,1462,16.2,3,0.18,0,0.00,3,0.18,3,0.18,0,0,7,0,3.0,3.0,0.9,3.9,34,23,107,3,0.18,0,0.00,3,0.18,3,0.18,0.18,0.18,0.00,0.18,0.18,0.18,0.18,0.06,0.24,0.18,0.24,7,3,1,3,3,1,12,8.3,11,14,3,11,2,9,3,0,280,389,72.0,4083,652,165,200,82.5,82,115,71.3,18,35,51.4,0,0.9,0.9,-0.9,13,13,8,1,23,598,8,43,243,322,59,598,44,13,29.5,31,70.5,2181,812,23,19,52,16,440,107,54,3.32,30,4,6,7,7,0,1,0.06,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
2482,Santi Comesaña,ES,MF,MF,Rayo Vallecano,24.0,1996.0,35,32,2682,29.8,1,0.03,2,0.07,3,0.10,1,0.03,0,0,12,1,3.7,3.7,2.0,5.7,46,165,50,1,0.03,2,0.07,3,0.10,1,0.03,0.10,0.03,0.07,0.10,0.03,0.10,0.12,0.07,0.19,0.12,0.19,87,56,45,33,9,40,104,38.5,64,46,6,40,33,120,30,0,1214,1481,82.0,20966,6613,562,658,85.4,473,535,88.4,134,180,74.4,2,2.0,2.0,0.0,27,127,19,3,165,1837,68,405,1138,325,58,1837,64,48,75.0,16,25.0,4828,2760,44,3,45,35,1179,50,60,2.01,50,0,3,3,3,1,6,0.20,3,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,La Liga,2022
