,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,G+A-PK,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Att,Cmp%,Att (GK),Thr,Launch%,Launch%,AvgLen,AvgLen,Att,Att,Launch%,Launch%,AvgLen,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League,Year
863,Fabio Miretti,IT,MF,MF,Juventus,19.0,2003.0,25,16,1103,12.3,1,0.08,1,0.08,2,0.16,1,0.08,0,0,3,0,1.2,1.2,1.1,2.3,22,43,62,1,0.08,1,0.08,2,0.16,1,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.10,0.09,0.19,0.10,0.19,18,14,6,8,4,10,26,38.5,16,10,1,9,7,25,6,0,344,449,76.6,5815,1453,160,190,84.2,142,171,83.0,31,58,53.4,1,1.1,1.2,-0.1,24,31,12,2,43,604,12,86,291,237,35,604,42,21,50.0,18,42.9,2026,1002,17,7,34,25,399,62,53,4.33,31,7,6,2,4,3,4,0.33,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
864,Farés Ghedjemis,FR,FW,MF,Frosinone,20.0,2002.0,6,1,182,2.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,0,0.1,0.1,0.1,0.3,7,2,19,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,2,0,1,0,1,0,2,0.0,2,2,0,2,1,3,2,0,48,61,78.7,638,71,29,32,90.6,15,19,78.9,1,4,25.0,0,0.1,0.1,-0.1,2,1,2,0,2,84,2,14,29,44,11,84,7,2,28.6,5,71.4,360,119,2,5,5,2,59,19,4,1.98,3,0,1,0,0,0,1,0.49,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
865,Federico Baschirotto,IT,DF,DF,Lecce,26.0,1996.0,37,37,3294,36.6,0,0.00,1,0.03,1,0.03,0,0.00,0,0,3,1,1.7,1.5,0.7,2.1,28,96,3,0,0.00,1,0.03,1,0.03,0,0.00,0.03,0.00,0.03,0.03,0.00,0.03,0.05,0.02,0.07,0.04,0.06,21,12,16,5,0,8,15,53.3,7,42,26,16,23,44,144,1,1516,1808,83.8,30369,9843,431,494,87.2,867,944,91.8,191,318,60.1,1,0.7,0.3,+0.3,2,71,1,0,96,2093,322,1172,876,53,24,2093,0,0,0,0,0,6160,3312,9,0,12,4,1291,3,22,0.60,18,1,0,2,0,1,1,0.03,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
866,Federico Bonazzoli,IT,FW,MF,Hellas Verona,26.0,1997.0,24,10,1016,11.3,3,0.27,1,0.09,4,0.35,3,0.27,0,0,2,0,2.9,2.9,1.1,4.0,13,26,73,3,0.27,1,0.09,4,0.35,3,0.27,0.35,0.27,0.09,0.35,0.27,0.35,0.25,0.10,0.35,0.25,0.35,4,1,1,3,0,1,8,12.5,7,9,1,8,3,7,3,0,242,314,77.1,4025,534,132,161,82.0,71,87,81.6,30,34,88.2,1,1.1,0.5,-0.1,8,21,7,0,26,410,2,20,216,178,41,410,12,6,50.0,5,41.7,1299,371,10,3,27,12,317,73,26,2.30,22,0,0,4,0,0,3,0.27,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
867,Federico Chiesa,IT,FW,FW,Juventus,25.0,1997.0,33,25,2197,24.4,9,0.37,2,0.08,11,0.45,8,0.33,1,1,1,0,6.4,5.6,6.2,11.9,111,70,216,9,0.37,2,0.08,11,0.45,8,0.33,0.41,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49,20,10,7,6,7,3,13,23.1,10,17,1,16,6,26,4,0,498,712,69.9,7884,2466,270,329,82.1,161,224,71.9,48,93,51.6,2,6.2,5.6,-4.2,54,42,45,18,70,1006,6,77,303,643,130,1005,95,35,36.8,48,50.5,4746,2697,56,58,54,40,740,216,117,4.79,70,17,14,7,8,1,9,0.37,5,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
868,Federico Di Francesco,IT,FW,MF,Lecce,29.0,1994.0,2,0,15,0.2,1,6.00,0,0.00,1,6.00,1,6.00,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,1,6.00,0,0.00,1,6.00,1,6.00,6.00,6.00,0.00,6.00,6.00,6.00,0.53,0.00,0.53,0.53,0.53,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,8,75.0,90,43,1,2,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,15,0,2,8,5,3,15,1,0,0.0,1,100.0,65,18,0,0,0,0,9,3,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
869,Federico Dimarco,IT,DF,DF,Inter,25.0,1997.0,30,29,2077,23.1,5,0.22,6,0.26,11,0.48,5,0.22,0,0,0,0,2.9,2.7,8.5,11.1,51,100,198,5,0.22,6,0.26,11,0.48,5,0.22,0.48,0.22,0.26,0.48,0.22,0.48,0.13,0.37,0.49,0.12,0.48,42,25,19,14,9,17,35,48.6,18,18,3,15,9,51,34,1,1027,1328,77.3,17596,5513,495,541,91.5,390,491,79.4,111,211,52.6,6,8.5,7.5,-2.5,61,60,57,30,100,1538,35,340,572,641,74,1538,18,6,33.3,12,66.7,3487,1924,34,10,29,7,1057,198,108,4.68,78,21,2,5,1,1,14,0.61,10,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
870,Federico Fazio,AR,DF,DF,Salernitana,36.0,1987.0,17,15,1355,15.1,1,0.07,0,0.00,1,0.07,1,0.07,0,0,3,1,0.4,0.4,0.1,0.5,2,27,2,1,0.07,0,0.00,1,0.07,1,0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.03,0.03,0.03,18,11,14,4,0,8,14,57.1,6,22,19,3,17,35,99,1,440,587,75.0,8392,3494,163,194,84.0,217,265,81.9,55,108,50.9,0,0.1,0.3,-0.1,3,26,1,0,27,773,134,403,346,27,17,773,2,2,100.0,0,0.0,1521,825,0,0,8,3,370,2,9,0.60,7,0,0,2,0,0,2,0.13,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
871,Federico Gatti,IT,DF,DF,Juventus,25.0,1998.0,32,30,2637,29.3,4,0.14,0,0.00,4,0.14,4,0.14,0,0,7,0,5.5,5.5,1.5,7.0,52,122,43,4,0.14,0,0.00,4,0.14,4,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.19,0.05,0.24,0.19,0.24,33,19,16,16,1,19,24,79.2,5,26,15,11,19,52,90,1,1166,1370,85.1,21805,7166,432,475,90.9,613,669,91.6,112,177,63.3,0,1.5,1.3,-1.5,10,103,7,5,122,1640,122,504,950,201,47,1640,22,9,40.9,10,45.5,5225,3233,31,1,24,12,1115,43,29,0.99,23,0,2,2,1,1,2,0.07,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
872,Federico Ravaglia,IT,GK,-,Bologna,23.0,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,535.0,3.0,0.5,18.0,13.0,83.3,100.0,4.0,1.0,1.0,4.0,66.7,1.0,0.0,1.0,0.0,83.3,100.0,1.0,0.0,0.0,5.5,0.25,2.5,0.43,14.0,49,34,28.6,172.0,23.0,18.0,52.9,25.4,41.0,49,34,18.0,52.9,25.4,41.0,73.0,1.0,1.4,4.0,0.67,17.1,Serie A,2024
873,Federico Ravaglia,IT,GK,GK,Bologna,23.0,1999.0,6,6,535,5.9,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,166,206,80.6,3557,2149,58,58,100.0,82,83,98.8,25,64,39.1,0,0.0,0.0,0.0,0,0,0,0,0,218,195,214,4,0,0,218,1,1,100.0,0,0.0,579,320,0,0,1,0,123,0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
874,Felipe Anderson,BR,FW,MF,Lazio,30.0,1993.0,38,33,2770,30.8,5,0.16,6,0.19,11,0.36,5,0.16,0,0,3,0,4.4,4.4,6.3,10.7,108,126,226,5,0.16,6,0.19,11,0.36,5,0.16,0.36,0.16,0.19,0.36,0.16,0.36,0.14,0.21,0.35,0.14,0.35,78,45,32,33,13,34,90,37.8,56,45,3,42,27,105,23,0,1012,1336,75.7,14375,3827,601,690,87.1,320,411,77.9,47,96,49.0,6,6.3,4.7,-0.3,42,66,50,4,126,1756,43,252,792,742,93,1756,107,43,40.2,54,50.5,5493,2896,62,26,65,32,1304,226,92,2.99,76,2,4,5,2,3,12,0.39,10,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
875,Festy Ebosele,IE,DF,DF,Udinese,20.0,2002.0,31,20,1700,18.9,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6,1,0.8,0.8,1.8,2.6,67,35,98,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,33,20,23,9,1,21,35,60.0,14,33,2,31,10,43,27,0,278,419,66.3,4631,1636,140,182,76.9,98,149,65.8,27,51,52.9,0,1.8,1.5,-1.8,15,22,11,5,35,707,35,166,246,314,46,707,108,49,45.4,37,34.3,3692,1887,45,30,56,34,405,98,55,2.91,30,1,10,2,12,0,4,0.21,0,0,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
876,Fikayo Tomori,ENG,DF,DF,Milan,25.0,1997.0,26,24,2121,23.6,4,0.17,0,0.00,4,0.17,4,0.17,0,0,8,1,3.7,3.7,0.2,3.9,16,63,2,4,0.17,0,0.00,4,0.17,4,0.17,0.17,0.17,0.00,0.17,0.17,0.17,0.16,0.01,0.16,0.16,0.16,42,24,29,10,3,18,29,62.1,11,34,23,11,26,68,75,1,1541,1691,91.1,27326,9784,613,655,93.6,816,862,94.7,101,147,68.7,0,0.2,0.2,-0.2,4,39,1,1,63,1904,219,1015,845,49,17,1904,4,2,50.0,2,50.0,5311,2898,13,1,5,0,1364,2,12,0.51,10,0,0,2,0,0,1,0.04,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
877,Filip Jagiełło,PL,MF,MF,Genoa,25.0,1997.0,2,0,33,0.4,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,15,17,88.2,287,13,5,5,100.0,9,9,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2,20,2,6,8,7,0,20,0,0,0,0,0,102,33,3,0,0,2,16,2,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
878,Filip Kostić,RS,DF,DF,Juventus,30.0,1992.0,29,26,1815,20.2,0,0.00,4,0.20,4,0.20,0,0.00,0,0,2,0,0.7,0.7,5.4,6.1,64,88,95,0,0.00,4,0.20,4,0.20,0,0.00,0.20,0.00,0.20,0.20,0.00,0.20,0.03,0.27,0.30,0.03,0.30,37,23,20,13,4,17,33,51.5,16,29,8,21,9,46,43,0,726,997,72.8,12641,4579,339,386,87.8,308,396,77.8,65,152,42.8,4,5.4,4.1,-1.4,40,53,30,19,88,1221,57,257,520,454,32,1221,27,6,22.2,15,55.6,3619,2012,52,11,30,16,720,95,71,3.52,42,22,0,7,0,0,5,0.25,2,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
879,Filippo Missori,IT,DF,DF,Sassuolo,19.0,2004.0,8,2,266,3.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.3,0.3,0.0,0.3,5,8,7,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.11,0.10,0.11,6,3,2,4,0,4,11,36.4,7,3,2,1,4,10,8,0,89,113,78.8,1575,527,40,44,90.9,38,48,79.2,10,17,58.8,0,0.0,0.1,0.0,2,5,2,2,8,146,10,50,68,30,3,146,2,1,50.0,1,50.0,330,198,2,2,1,2,73,7,3,1.02,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
880,Filippo Ranocchia,IT,MF,DF,Empoli,22.0,2001.0,9,5,476,5.3,0,0.00,0,0.00,0,0.00,0,0.00,0,0,3,0,0.2,0.2,0.5,0.8,5,21,11,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,16,11,7,9,0,7,16,43.8,9,9,1,8,3,19,14,0,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2,0,0.5,1.0,-0.5,4,17,4,0,21,284,19,69,165,51,4,284,10,6,60.0,2,20.0,899,359,4,0,12,8,174,11,8,1.51,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
881,Filippo Terracciano,IT,DF,DF,Hellas Verona,20.0,2003.0,18,14,1296,14.4,0,0.00,1,0.07,1,0.07,0,0.00,0,0,1,0,0.3,0.3,1.0,1.3,26,51,28,0,0.00,1,0.07,1,0.07,0,0.00,0.07,0.00,0.07,0.07,0.00,0.07,0.02,0.07,0.09,0.02,0.09,30,19,23,6,1,17,31,54.8,14,24,6,18,20,50,17,0,507,713,71.1,9215,4188,230,270,85.2,217,294,73.8,54,117,46.2,1,1.0,1.3,0.0,18,49,14,10,51,860,36,271,426,172,8,860,31,13,41.9,10,32.3,2728,1352,21,1,18,19,460,28,36,2.50,20,9,3,3,1,0,4,0.28,2,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
882,Filippo Terracciano,IT,DF,FW,Milan,20.0,2003.0,3,1,76,0.8,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,1,1,0,1,3,33.3,2,3,0,3,0,2,1,0,38,40,95.0,652,143,16,17,94.1,20,20,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,48,2,13,27,8,0,48,0,0,0,0,0,205,58,2,0,1,1,36,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
883,Flavius Daniliuc,AT,DF,DF,Salernitana,22.0,2001.0,14,8,744,8.3,0,0.00,0,0.00,0,0.00,0,0.00,0,0,2,0,0.2,0.2,0.2,0.5,8,37,2,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,19,11,12,5,2,9,19,47.4,10,13,4,9,8,27,15,0,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,486,44,208,218,63,7,486,5,1,20.0,4,80.0,1145,561,7,0,7,4,282,2,10,1.21,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
884,Florian Thauvin,FR,FW,FW,Udinese,30.0,1993.0,29,19,1710,19.0,5,0.26,3,0.16,8,0.42,4,0.21,1,1,4,0,4.7,3.9,4.2,8.2,72,69,97,5,0.26,3,0.16,8,0.42,4,0.21,0.37,0.26,0.16,0.42,0.21,0.37,0.25,0.22,0.47,0.21,0.43,7,4,2,4,1,4,13,30.8,9,9,1,8,3,10,2,0,385,548,70.3,6704,2190,189,231,81.8,131,179,73.2,49,91,53.8,3,4.2,4.1,-1.2,38,41,39,16,69,774,4,70,343,385,82,773,90,35,38.9,46,51.1,3761,1941,53,30,57,36,541,97,71,3.74,53,6,4,6,2,0,4,0.21,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
885,Francesco Acerbi,IT,DF,DF,Inter,35.0,1988.0,29,26,2388,26.5,3,0.11,1,0.04,4,0.15,3,0.11,0,0,1,0,1.6,1.6,1.8,3.4,21,87,24,3,0.11,1,0.04,4,0.15,3,0.11,0.15,0.11,0.04,0.15,0.11,0.15,0.06,0.07,0.13,0.06,0.13,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1,1615,1781,90.7,29326,9174,601,650,92.5,856,908,94.3,132,179,73.7,1,1.8,1.3,-0.8,7,58,5,2,87,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,5779,3081,11,0,4,1,1446,24,22,0.83,19,0,0,3,0,0,1,0.04,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
886,Francesco Camarda,IT,FW,FW,Milan,15.0,2008.0,2,0,14,0.2,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,1,0,1,0,2,1,0,0.0,1,100.0,9,0,0,0,1,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Serie A,2024
