,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,G+A-PK,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Att,Cmp%,Att (GK),Thr,Launch%,Launch%,AvgLen,AvgLen,Att,Att,Launch%,Launch%,AvgLen,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League,Year
899,Jean-Philippe Mateta,FR,FW,FW,Crystal Palace,26.0,1997.0,35,25,2282,25.4,16,0.63,5,0.20,21,0.83,14,0.55,2,2,3,0,10.9,9.4,3.1,12.5,29,25,135,16,0.63,5,0.20,21,0.83,14,0.55,0.75,0.63,0.20,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49,22,15,4,11,7,6,10,60.0,4,13,4,9,4,26,14,0,309,433,71.4,4043,785,195,245,79.6,75,112,67.0,13,14,92.9,5,3.1,1.3,+1.9,32,11,14,4,25,725,19,66,303,373,102,723,65,25,38.5,36,55.4,2104,740,15,14,89,78,539,135,65,2.56,48,0,5,6,4,2,12,0.47,8,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
900,Jean-Ricner Bellegarde,FR,MF,FW,Wolves,25.0,1998.0,22,10,958,10.6,2,0.19,1,0.09,3,0.28,2,0.19,0,0,0,1,1.6,1.6,1.0,2.5,30,39,49,2,0.19,1,0.09,3,0.28,2,0.19,0.28,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24,17,10,9,6,2,7,15,46.7,8,18,2,16,8,25,14,0,241,314,76.8,3452,786,144,161,89.4,76,98,77.6,14,29,48.3,1,1.0,0.8,0.0,12,17,7,0,39,478,25,86,201,199,30,478,39,17,43.6,17,43.6,1850,880,28,5,25,19,302,49,30,2.81,20,2,6,1,1,0,2,0.19,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
901,Jefferson Lerma,CO,MF,DF,Crystal Palace,28.0,1994.0,28,27,2400,26.7,1,0.04,1,0.04,2,0.07,1,0.04,0,0,8,0,2.7,2.7,2.2,4.8,14,106,51,1,0.04,1,0.04,2,0.07,1,0.04,0.07,0.04,0.04,0.07,0.04,0.07,0.10,0.08,0.18,0.10,0.18,42,25,15,23,4,19,40,47.5,21,31,12,19,36,78,72,0,1018,1250,81.4,15825,5095,554,625,88.6,371,448,82.8,65,114,57.0,1,2.2,2.0,-1.2,24,109,20,3,106,1513,99,413,822,290,40,1513,20,11,55.0,6,30.0,3033,1410,17,2,26,14,893,51,55,2.06,49,0,1,3,1,1,4,0.15,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
902,Jeffrey Schlupp,GH,FW,MF,Crystal Palace,30.0,1992.0,29,17,1352,15.0,2,0.13,2,0.13,4,0.27,2,0.13,0,0,1,0,1.8,1.8,2.3,4.1,20,33,52,2,0.13,2,0.13,4,0.27,2,0.13,0.27,0.13,0.13,0.27,0.13,0.27,0.12,0.15,0.27,0.12,0.27,38,24,14,16,8,9,18,50.0,9,13,2,11,8,46,24,0,247,334,74.0,3498,903,146,182,80.2,88,106,83.0,7,25,28.0,2,2.3,1.4,-0.3,19,17,9,2,33,536,22,110,249,185,27,536,41,17,41.5,20,48.8,1372,626,10,6,41,23,338,52,28,1.86,21,0,2,1,2,2,3,0.20,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
903,Jeremy Doku,BE,FW,MF,Manchester City,21.0,2002.0,29,18,1595,17.7,3,0.17,8,0.45,11,0.62,3,0.17,0,0,3,0,2.5,2.5,4.6,7.1,218,57,295,3,0.17,8,0.45,11,0.62,3,0.17,0.62,0.17,0.45,0.62,0.17,0.62,0.14,0.26,0.40,0.14,0.40,39,22,13,12,14,9,20,45.0,11,14,0,14,9,48,5,0,693,852,81.3,9699,1538,452,507,89.2,198,254,78.0,26,33,78.8,8,4.6,5.9,+3.4,45,14,40,7,57,1161,5,76,275,825,226,1161,169,87,51.5,64,37.9,7535,4884,61,147,52,37,937,295,111,6.26,82,1,17,6,5,0,15,0.85,10,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
904,Jesurun Rak Sakyi,ENG,MF,FW,Crystal Palace,20.0,2002.0,6,0,136,1.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.10,0.38,0.28,0.38,4,1,3,1,0,2,3,66.7,1,2,0,2,3,7,1,0,37,50,74.0,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,2,0,0,2,77,1,10,19,48,13,77,10,4,40.0,5,50.0,252,145,3,5,4,3,54,18,6,3.97,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
905,Jimi Tauriainen,ENG,FW,FW,Chelsea,19.0,2004.0,1,0,1,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
906,Joachim Andersen,DK,DF,DF,Crystal Palace,27.0,1996.0,38,38,3415,37.9,2,0.05,3,0.08,5,0.13,2,0.05,0,0,7,0,1.7,1.7,2.8,4.5,21,147,10,2,0.05,3,0.08,5,0.13,2,0.05,0.13,0.05,0.08,0.13,0.05,0.13,0.04,0.07,0.12,0.04,0.12,56,35,33,21,2,29,39,74.4,10,33,18,15,41,97,207,1,1731,2209,78.4,37874,14700,488,559,87.3,950,1041,91.3,281,547,51.4,3,2.8,2.3,+0.2,20,171,17,8,147,2609,337,1320,1160,140,44,2609,23,14,60.9,6,26.1,7243,4207,11,0,11,6,1604,10,47,1.24,41,1,0,3,0,2,5,0.13,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
907,Joe Gomez,ENG,DF,DF,Liverpool,26.0,1997.0,32,17,1786,19.8,0,0.00,1,0.05,1,0.05,0,0.00,0,0,5,0,0.8,0.8,1.3,2.1,44,100,105,0,0.00,1,0.05,1,0.05,0,0.00,0.05,0.00,0.05,0.05,0.00,0.05,0.04,0.07,0.10,0.04,0.10,47,31,24,16,7,30,63,47.6,33,26,4,22,19,66,50,2,1114,1345,82.8,18984,5116,519,574,90.4,497,585,85.0,83,131,63.4,1,1.3,1.1,-0.3,22,83,20,7,100,1564,85,371,832,375,28,1564,32,15,46.9,12,37.5,4686,2313,34,3,25,11,979,105,51,2.57,43,0,1,4,3,0,5,0.25,4,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
908,Joe Rothwell,ENG,MF,MF,Bournemouth,28.0,1995.0,11,3,386,4.3,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,7,2,4,2,1,2,8,25.0,6,4,2,2,3,10,2,0,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20,251,8,49,147,56,1,251,13,7,53.8,4,30.8,862,437,4,0,5,2,155,3,12,2.80,6,3,1,1,1,0,1,0.23,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
909,Joe White,ENG,MF,MF,Newcastle Utd,20.0,2002.0,4,0,13,0.1,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,0,0.0,0.0,0.0,0.0,2,3,3,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,12,91.7,172,48,7,8,87.5,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,3,13,1,3,6,4,0,13,0,0,0,0,0,80,41,0,0,0,0,9,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
910,Joe Willock,ENG,MF,MF,Newcastle Utd,23.0,1999.0,9,5,419,4.7,1,0.21,0,0.00,1,0.21,1,0.21,0,0,0,0,0.8,0.8,0.6,1.4,16,17,26,1,0.21,0,0.00,1,0.21,1,0.21,0.21,0.21,0.00,0.21,0.21,0.21,0.17,0.12,0.30,0.17,0.30,13,7,7,6,0,4,11,36.4,7,7,0,7,1,14,1,0,136,164,82.9,2092,658,76,82,92.7,42,55,76.4,12,16,75.0,0,0.6,0.6,-0.6,7,16,3,1,17,225,3,42,107,80,18,225,18,7,38.9,11,61.1,891,490,5,5,14,6,156,26,13,2.80,11,0,0,2,0,0,1,0.22,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
911,Joe Worrall,ENG,DF,DF,Nott'ham Forest,26.0,1997.0,7,5,439,4.9,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,1,0.1,0.1,0.2,0.3,0,8,1,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,7,5,6,1,0,3,6,50.0,3,5,4,1,3,10,32,1,138,164,84.1,2910,1068,25,30,83.3,98,105,93.3,14,27,51.9,0,0.2,0.3,-0.2,2,5,0,0,8,216,55,138,72,8,7,216,0,0,0,0,0,410,111,0,0,0,0,124,1,3,0.62,2,0,0,1,0,0,1,0.21,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
912,Joel Ward,ENG,DF,DF,Crystal Palace,33.0,1989.0,26,23,1980,22.0,0,0.00,1,0.05,1,0.05,0,0.00,0,0,4,0,0.9,0.9,0.2,1.1,16,66,14,0,0.00,1,0.05,1,0.05,0,0.00,0.05,0.00,0.05,0.05,0.00,0.05,0.04,0.01,0.05,0.04,0.05,45,28,26,18,1,30,47,63.8,17,17,10,7,14,59,94,1,715,944,75.7,11829,5634,358,396,90.4,301,372,80.9,46,134,34.3,1,0.2,0.3,+0.8,3,68,7,3,66,1167,107,437,551,187,10,1167,12,8,66.7,4,33.3,2018,1015,9,0,12,3,599,14,16,0.73,13,2,0,1,0,0,3,0.14,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
913,Joelinton,BR,MF,FW,Newcastle Utd,26.0,1996.0,20,15,1279,14.2,2,0.14,1,0.07,3,0.21,2,0.14,0,0,6,0,3.1,3.1,2.8,5.9,29,56,60,2,0.14,1,0.07,3,0.21,2,0.14,0.21,0.14,0.07,0.21,0.14,0.21,0.22,0.20,0.41,0.22,0.41,39,27,21,15,3,14,38,36.8,24,23,7,16,19,58,11,1,524,627,83.6,7295,1898,312,350,89.1,166,191,86.9,19,25,76.0,1,2.8,1.1,-1.8,23,38,9,0,56,808,37,152,410,253,38,808,35,17,48.6,11,31.4,2159,1061,24,6,22,28,583,60,47,3.30,37,0,6,4,0,0,3,0.21,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
914,John Egan,IE,DF,DF,Sheffield Utd,30.0,1992.0,6,6,482,5.4,0,0.00,0,0.00,0,0.00,0,0.00,0,0,2,0,0.2,0.2,0.0,0.2,0,5,1,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,6,4,4,2,0,4,11,36.4,7,10,4,6,13,19,39,1,128,185,69.2,2449,988,38,49,77.6,79,92,85.9,9,38,23.7,0,0.0,0.0,0.0,0,5,1,0,5,257,58,163,81,13,9,257,0,0,0,0,0,485,233,2,0,2,1,133,1,1,0.19,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
915,John Fleck,SCT,MF,DF,Sheffield Utd,31.0,1991.0,4,1,92,1.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,0,0.0,0.0,0.4,0.4,2,3,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.44,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,29,40,72.5,408,88,21,27,77.8,7,9,77.8,1,2,50.0,0,0.4,0.3,-0.4,2,1,1,0,3,49,3,10,29,11,1,49,1,0,0.0,0,0.0,81,39,1,0,2,0,27,0,4,3.91,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
916,John McGinn,SCT,MF,FW,Aston Villa,28.0,1994.0,35,35,2999,33.3,6,0.18,4,0.12,10,0.30,6,0.18,0,0,9,1,5.0,5.0,4.6,9.6,59,189,84,6,0.18,4,0.12,10,0.30,6,0.18,0.30,0.18,0.12,0.30,0.18,0.30,0.15,0.14,0.29,0.15,0.29,59,35,18,34,7,32,77,41.6,45,33,4,29,21,80,21,0,972,1223,79.5,17953,5844,434,489,88.8,396,462,85.7,130,217,59.9,4,4.6,4.9,-0.6,44,124,52,14,189,1545,44,257,809,499,58,1545,96,54,56.3,27,28.1,5176,2385,45,10,55,61,1096,84,106,3.18,88,9,6,2,1,0,14,0.42,11,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
917,John Stones,ENG,DF,MF,Manchester City,29.0,1994.0,16,12,1064,11.8,1,0.08,0,0.00,1,0.08,1,0.08,0,0,2,0,1.0,1.0,0.2,1.3,16,57,24,1,0.08,0,0.00,1,0.08,1,0.08,0.08,0.08,0.00,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,2,1,1,0,1,0,3,0.0,3,11,7,4,10,12,21,0,781,839,93.1,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,0,0.2,0.4,-0.2,6,53,1,0,57,907,54,239,484,189,10,907,6,1,16.7,4,66.7,3319,1646,24,1,5,6,742,24,23,1.95,21,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
918,Jonny Castro,ES,MF,MF,Wolves,29.0,1994.0,1,0,5,0.1,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
919,Jonny Evans,NIR,DF,DF,Manchester Utd,35.0,1988.0,23,15,1392,15.5,0,0.00,1,0.06,1,0.06,0,0.00,0,0,2,0,0.1,0.1,1.2,1.2,7,37,1,0,0.00,1,0.06,1,0.06,0,0.00,0.06,0.00,0.06,0.06,0.00,0.06,0.00,0.08,0.08,0.00,0.08,22,14,20,2,0,12,21,57.1,9,25,18,7,23,45,76,0,729,832,87.6,11952,3843,323,350,92.3,344,374,92.0,40,72,55.6,1,1.2,0.3,-0.2,6,29,3,0,37,1005,185,556,420,31,8,1005,7,4,57.1,2,28.6,2683,1441,5,0,5,3,625,1,11,0.71,11,0,0,0,0,0,2,0.13,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
920,Jordan Ayew,GH,FW,MF,Crystal Palace,31.0,1991.0,35,30,2543,28.3,4,0.14,7,0.25,11,0.39,4,0.14,0,0,9,1,3.9,3.9,4.2,8.1,74,63,173,4,0.14,7,0.25,11,0.39,4,0.14,0.39,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29,65,36,23,28,14,21,42,50.0,21,43,2,41,16,81,15,0,681,920,74.0,9753,1856,417,478,87.2,213,285,74.7,24,74,32.4,7,4.2,2.7,+2.8,25,43,26,10,63,1349,24,182,592,598,95,1349,130,52,40.0,57,43.8,5509,2119,55,20,85,80,967,173,72,2.55,40,5,5,7,12,3,12,0.42,10,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
921,Jordan Beyer,DE,DF,DF,Burnley,23.0,2000.0,15,15,1234,13.7,0,0.00,1,0.07,1,0.07,0,0.00,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0,0.00,1,0.07,1,0.07,0,0.00,0.07,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06,35,20,22,12,1,14,24,58.3,10,22,15,7,16,51,68,1,766,861,89.0,14232,3759,270,298,90.6,421,446,94.4,64,92,69.6,1,0.3,0.2,+0.7,3,28,1,0,25,1022,159,570,429,26,8,1022,7,4,57.1,2,28.6,3314,2089,11,0,5,1,678,1,10,0.73,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
922,Jordan Clark,ENG,MF,MF,Luton Town,29.0,1993.0,23,14,1304,14.5,1,0.07,1,0.07,2,0.14,1,0.07,0,0,4,0,1.0,1.0,1.3,2.2,21,51,39,1,0.07,1,0.07,2,0.14,1,0.07,0.14,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,30,17,14,11,5,11,39,28.2,28,24,3,21,11,41,15,1,369,513,71.9,6108,1636,180,231,77.9,136,173,78.6,33,63,52.4,1,1.3,1.2,-0.3,12,19,18,4,51,694,36,130,339,234,42,694,42,12,28.6,24,57.1,2122,1004,20,7,25,21,439,39,29,2.00,23,0,2,3,1,0,1,0.07,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2024
