,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Gls,Ast,Ast,G+A,G+A,G-PK,G-PK,G+A-PK,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Att,Cmp%,Att (GK),Thr,Launch%,Launch%,AvgLen,AvgLen,Att,Att,Launch%,Launch%,AvgLen,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League,Year
2297,Phil Jones,ENG,DF,DF,Manchester Utd,29.0,1992.0,4,2,163,1.8,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,5,3,1,1,2,3,66.7,1,4,4,0,3,8,8,0,71,81,87.7,1169,448,33,36,91.7,36,37,97.3,1,4,25.0,0,0.0,0.0,0.0,0,5,0,0,2,101,17,48,50,4,0,101,1,1,100.0,0,0.0,214,103,0,0,1,0,63,0,1,0.55,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2298,Philippe Coutinho,BR,MF,FW,Aston Villa,29.0,1992.0,19,16,1329,14.8,5,0.34,3,0.20,8,0.54,5,0.34,0,0,0,0,3.8,3.8,2.9,6.7,48,94,62,5,0.34,3,0.20,8,0.54,5,0.34,0.54,0.34,0.20,0.54,0.34,0.54,0.25,0.20,0.45,0.25,0.45,17,12,4,11,2,6,21,28.6,15,11,1,10,7,24,4,0,531,655,81.1,8091,2160,292,340,85.9,175,205,85.4,38,61,62.3,3,2.9,1.7,+0.1,25,71,16,3,94,815,7,57,441,330,47,815,43,21,48.8,22,51.2,3066,1595,36,9,35,20,632,62,62,4.19,47,4,3,6,2,0,8,0.54,6,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2299,Pierre Højbjerg,DK,MF,MF,Tottenham,25.0,1995.0,36,36,3196,35.5,2,0.06,2,0.06,4,0.11,2,0.06,0,0,3,0,1.9,1.9,2.3,4.2,46,242,47,2,0.06,2,0.06,4,0.11,2,0.06,0.11,0.06,0.06,0.11,0.06,0.11,0.05,0.06,0.12,0.05,0.12,78,45,31,38,9,38,85,44.7,47,61,13,48,48,126,54,0,2287,2570,89.0,37884,10800,1115,1199,93.0,877,961,91.3,194,269,72.1,2,2.3,2.9,-0.3,25,229,36,3,242,2903,115,714,1776,444,30,2903,60,42,70.0,18,30.0,8364,4032,42,7,32,22,2102,47,86,2.42,71,3,6,1,1,4,7,0.20,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2300,Pierre Lees-Melou,FR,MF,MF,Norwich City,28.0,1993.0,33,27,2265,25.2,1,0.04,0,0.00,1,0.04,1,0.04,0,0,5,0,1.6,1.6,1.9,3.6,33,114,60,1,0.04,0,0.00,1,0.04,1,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,58,36,23,29,6,25,92,27.2,67,37,11,26,25,83,23,0,807,1033,78.1,13876,4105,413,483,85.5,252,299,84.3,107,169,63.3,0,1.9,2.4,-1.9,25,81,26,9,114,1265,76,360,616,308,23,1265,30,19,63.3,11,36.7,3433,1533,26,6,27,17,822,60,55,2.18,48,1,1,1,1,3,2,0.08,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2301,Pierre-Emerick Aubameyang,GA,FW,FW,Arsenal,32.0,1989.0,14,12,1037,11.5,4,0.35,1,0.09,5,0.43,4,0.35,0,2,3,0,5.9,4.2,1.0,5.2,21,26,47,4,0.35,1,0.09,5,0.43,4,0.35,0.43,0.35,0.09,0.43,0.35,0.43,0.51,0.09,0.60,0.36,0.45,11,5,6,4,1,3,10,30.0,7,12,1,11,0,11,4,0,137,208,65.9,1801,404,90,115,78.3,37,64,57.8,4,9,44.4,1,1.0,0.9,0.0,9,6,8,0,26,319,2,33,117,171,50,317,7,2,28.6,5,71.4,779,456,9,10,16,4,220,47,22,1.91,14,0,2,4,2,0,3,0.26,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2302,Pontus Jansson,SE,DF,DF,Brentford,30.0,1991.0,37,37,3321,36.9,3,0.08,1,0.03,4,0.11,3,0.08,0,0,7,0,3.0,3.0,0.3,3.3,4,67,5,3,0.08,1,0.03,4,0.11,3,0.08,0.11,0.08,0.03,0.11,0.08,0.11,0.08,0.01,0.09,0.08,0.09,40,21,32,8,0,22,34,64.7,12,37,27,10,52,92,187,0,1218,1507,80.8,22414,7103,421,498,84.5,703,821,85.6,77,145,53.1,1,0.3,0.6,+0.7,5,35,0,0,67,1893,389,1176,650,71,57,1893,2,2,100.0,0,0.0,3896,2019,5,1,10,5,1025,5,14,0.38,7,0,0,6,1,0,4,0.11,1,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2303,Przemysław Płacheta,PL,FW,MF,Norwich City,23.0,1998.0,12,6,504,5.6,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,0,0.4,0.4,0.8,1.1,19,10,35,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.20,0.07,0.20,4,3,3,1,0,2,7,28.6,5,3,1,2,2,6,5,1,109,163,66.9,1640,469,65,77,84.4,30,44,68.2,8,19,42.1,0,0.8,0.6,-0.8,4,6,5,2,10,223,7,50,79,99,14,223,19,10,52.6,9,47.4,1070,520,7,6,7,11,139,35,16,2.85,6,2,4,0,4,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2304,Raheem Sterling,ENG,FW,FW,Manchester City,26.0,1994.0,30,23,2128,23.6,13,0.55,5,0.21,18,0.76,11,0.47,2,3,1,0,14.0,11.5,5.5,17.0,108,65,317,13,0.55,5,0.21,18,0.76,11,0.47,0.68,0.55,0.21,0.76,0.47,0.68,0.59,0.23,0.82,0.49,0.72,23,10,3,11,9,10,23,43.5,13,12,0,12,12,35,3,0,714,880,81.1,9140,1729,479,527,90.9,184,226,81.4,14,29,48.3,5,5.5,4.6,-0.5,42,15,48,9,65,1173,8,51,339,797,191,1170,112,53,47.3,59,52.7,5297,2574,54,65,62,54,991,317,93,3.93,72,1,12,4,4,0,10,0.42,5,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2305,Raphaël Varane,FR,DF,DF,Manchester Utd,28.0,1993.0,22,20,1831,20.3,1,0.05,1,0.05,2,0.10,1,0.05,0,0,0,0,0.7,0.7,0.2,0.9,11,49,2,1,0.05,1,0.05,2,0.10,1,0.05,0.10,0.05,0.05,0.10,0.05,0.10,0.03,0.01,0.05,0.03,0.05,28,19,21,6,1,10,22,45.5,12,18,9,9,18,46,82,1,1014,1156,87.7,20563,6918,305,339,90.0,584,629,92.8,118,168,70.2,1,0.2,0.3,+0.8,4,65,1,0,49,1336,162,645,659,40,15,1336,3,2,66.7,1,33.3,4704,2662,8,0,7,0,897,2,9,0.44,9,0,0,0,0,0,2,0.10,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2306,Raphinha,BR,FW,MF,Leeds United,24.0,1996.0,35,34,2915,32.4,11,0.34,3,0.09,14,0.43,7,0.22,4,4,7,0,10.2,7.0,7.5,14.5,89,134,286,11,0.34,3,0.09,14,0.43,7,0.22,0.31,0.34,0.09,0.43,0.22,0.31,0.31,0.23,0.54,0.22,0.45,51,29,25,14,12,22,71,31.0,49,43,0,43,29,80,28,1,824,1301,63.3,13788,5181,399,497,80.3,275,420,65.5,99,259,38.2,3,7.5,6.2,-4.5,65,91,49,11,134,1796,46,248,753,826,130,1792,146,62,42.5,84,57.5,5995,2879,55,40,99,35,1185,286,136,4.20,77,25,15,9,8,2,10,0.31,5,0,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2307,Rayan Aït-Nouri,DZ,DF,MF,Wolves,20.0,2001.0,23,20,1828,20.3,1,0.05,2,0.10,3,0.15,1,0.05,0,0,4,0,0.6,0.6,1.6,2.2,60,49,127,1,0.05,2,0.10,3,0.15,1,0.05,0.15,0.05,0.10,0.15,0.05,0.15,0.03,0.08,0.11,0.03,0.11,64,36,46,15,3,22,44,50.0,22,24,2,22,22,86,39,1,763,1025,74.4,12151,4064,418,472,88.6,273,361,75.6,54,141,38.3,2,1.6,1.1,+0.4,17,28,14,10,49,1293,49,459,458,392,39,1293,81,42,51.9,39,48.1,3744,1969,38,19,44,27,736,127,45,2.22,30,8,4,0,2,1,6,0.30,4,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2308,Raúl Jiménez,MX,FW,FW,Wolves,30.0,1991.0,34,30,2631,29.2,6,0.21,4,0.14,10,0.34,5,0.17,1,1,9,2,6.1,5.4,3.1,8.5,40,65,163,6,0.21,4,0.14,10,0.34,5,0.17,0.31,0.21,0.14,0.34,0.17,0.31,0.21,0.10,0.31,0.19,0.29,29,14,6,16,7,6,30,20.0,24,31,5,26,13,42,26,0,549,775,70.8,7513,1631,325,409,79.5,147,206,71.4,31,50,62.0,4,3.1,3.2,+0.9,38,38,19,2,65,1150,35,106,601,456,126,1149,87,36,41.4,51,58.6,3407,1278,37,21,99,57,850,163,71,2.43,52,1,7,6,4,1,14,0.48,7,0,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2309,Reece James,ENG,DF,DF,Chelsea,21.0,1999.0,26,22,1864,20.7,5,0.24,9,0.43,14,0.68,5,0.24,0,0,4,1,3.1,3.1,5.9,9.1,52,149,203,5,0.24,9,0.43,14,0.68,5,0.24,0.68,0.24,0.43,0.68,0.24,0.68,0.15,0.29,0.44,0.15,0.44,33,25,14,18,1,9,22,40.9,13,20,2,18,17,50,22,0,1450,1687,86.0,22184,5499,803,856,93.8,509,593,85.8,93,133,69.9,9,5.9,4.8,+3.1,48,67,51,15,149,1881,35,326,800,773,69,1881,47,36,76.6,11,23.4,5150,2381,51,19,26,22,1343,203,88,4.25,69,7,4,5,3,0,11,0.53,9,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2310,Reiss Nelson,ENG,FW,FW,Arsenal,21.0,1999.0,1,0,20,0.2,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.21,0.45,0.24,0.45,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,8,12,66.7,66,0,7,10,70.0,0,1,0.0,0,0,0,0,0.0,0.1,0.0,1,0,0,0,0,16,0,0,5,11,2,16,0,0,0,0,0,21,8,0,0,0,0,11,4,3,13.50,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2311,Ricardo Pereira,PT,DF,DF,Leicester City,27.0,1993.0,14,13,991,11.0,1,0.09,3,0.27,4,0.36,1,0.09,0,0,3,0,0.7,0.7,1.3,2.0,28,43,34,1,0.09,3,0.27,4,0.36,1,0.09,0.36,0.09,0.27,0.36,0.09,0.36,0.06,0.12,0.18,0.06,0.18,37,20,19,13,5,21,40,52.5,19,13,1,12,17,54,39,0,519,655,79.2,7167,2380,329,370,88.9,162,206,78.6,18,38,47.4,3,1.3,1.2,+1.7,10,19,17,2,43,816,39,247,379,198,18,816,19,11,57.9,8,42.1,1735,1059,18,5,12,6,470,34,32,2.91,24,1,3,1,2,1,6,0.54,4,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2312,Richarlison,BR,FW,FW,Everton,24.0,1997.0,30,28,2523,28.0,10,0.36,5,0.18,15,0.54,7,0.25,3,3,9,0,9.2,6.8,3.6,10.4,44,42,146,10,0.36,5,0.18,15,0.54,7,0.25,0.43,0.36,0.18,0.54,0.25,0.43,0.33,0.13,0.46,0.24,0.37,40,23,18,15,7,15,31,48.4,16,42,4,38,12,52,34,0,339,568,59.7,4539,967,192,278,69.1,96,141,68.1,15,41,36.6,5,3.6,2.1,+1.4,29,21,13,1,42,999,37,137,347,536,135,996,82,40,48.8,41,50.0,3374,1271,26,16,93,54,658,146,69,2.46,45,0,3,9,11,1,9,0.32,5,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2313,Rico Henry,ENG,DF,DF,Brentford,24.0,1997.0,34,33,2776,30.8,3,0.10,0,0.00,3,0.10,3,0.10,0,0,2,0,1.5,1.5,1.7,3.3,61,81,131,3,0.10,0,0.00,3,0.10,3,0.10,0.10,0.10,0.00,0.10,0.10,0.10,0.05,0.06,0.11,0.05,0.11,28,20,18,8,2,12,34,35.3,22,31,10,21,26,54,76,1,876,1215,72.1,13166,4427,504,592,85.1,287,396,72.5,58,132,43.9,0,1.7,2.2,-1.7,18,60,29,15,81,1542,95,502,620,436,40,1542,60,27,45.0,33,55.0,4164,1967,39,12,40,34,836,131,50,1.62,41,2,5,0,2,0,4,0.13,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2314,Riyad Mahrez,DZ,FW,FW,Manchester City,30.0,1991.0,28,15,1498,16.6,11,0.66,5,0.30,16,0.96,7,0.42,4,5,0,0,10.1,6.2,4.2,10.4,74,70,234,11,0.66,5,0.30,16,0.96,7,0.42,0.72,0.66,0.30,0.96,0.42,0.72,0.61,0.25,0.86,0.37,0.62,11,3,5,4,2,5,19,26.3,14,15,1,14,6,17,6,0,777,947,82.0,11969,2132,443,486,91.2,264,313,84.3,53,102,52.0,5,4.2,3.8,+0.8,39,27,34,6,70,1135,11,81,318,746,127,1130,50,26,52.0,24,48.0,4744,2037,35,44,42,21,847,234,73,4.38,55,12,1,4,1,0,10,0.60,7,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2315,Rob Holding,ENG,DF,DF,Arsenal,25.0,1995.0,15,9,845,9.4,1,0.11,0,0.00,1,0.11,1,0.11,0,0,4,1,0.4,0.4,0.0,0.4,4,23,0,1,0.11,0,0.00,1,0.11,1,0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.04,0.00,0.04,0.04,0.04,13,9,11,1,1,5,6,83.3,1,23,18,5,10,23,42,1,420,483,87.0,7860,2536,147,160,91.9,241,261,92.3,29,55,52.7,0,0.0,0.0,0.0,0,30,0,0,23,587,84,299,275,15,7,587,1,0,0.0,1,100.0,1150,661,1,0,4,3,368,0,3,0.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2316,Robert Sánchez,ES,GK,-,Brighton,23.0,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,37.0,3329.0,42.0,1.14,141.0,99.0,72.3,0.0,12.0,15.0,10.0,11.0,29.7,4.0,3.0,0.0,1.0,72.3,0.0,1.0,5.0,0.0,40.9,0.28,-1.1,-0.03,158.0,561,234,28.2,1285.0,186.0,31.9,64.5,33.0,48.9,561,234,31.9,64.5,33.0,48.9,517.0,60.0,11.6,36.0,0.97,12.9,Premier League,2022
2317,Robert Sánchez,ES,GK,GK,Brighton,23.0,1997.0,37,37,3329,37.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,3,1,0.0,0.0,0.4,0.4,0,1,0,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,11,4,1082,1525,71.0,28041,16948,200,200,100.0,601,612,98.2,277,699,39.6,0,0.4,0.2,-0.4,3,26,0,0,1,1612,1185,1591,21,0,0,1612,0,0,0,0,0,5245,3617,0,0,0,0,931,0,5,0.14,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2318,Roberto Firmino,BR,FW,FW,Liverpool,29.0,1991.0,20,10,990,11.0,5,0.45,4,0.36,9,0.82,5,0.45,0,0,3,0,4.7,4.7,1.7,6.4,27,40,100,5,0.45,4,0.36,9,0.82,5,0.45,0.82,0.45,0.36,0.82,0.45,0.82,0.43,0.16,0.59,0.43,0.59,23,14,5,8,10,3,16,18.8,13,20,0,20,4,27,3,0,390,501,77.8,5132,1178,237,266,89.1,107,150,71.3,15,21,71.4,4,1.7,1.7,+2.3,16,31,12,1,40,664,4,49,302,322,68,664,33,17,51.5,16,48.5,1882,883,24,6,33,25,500,100,40,3.64,35,0,1,3,1,0,5,0.46,4,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2319,Robin Koch,DE,MF,DF,Leeds United,25.0,1996.0,20,17,1574,17.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0,3,0,0.8,0.8,0.4,1.2,3,52,14,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,21,13,9,10,2,9,34,26.5,25,26,10,16,20,41,44,0,555,718,77.3,10037,3504,224,279,80.3,268,326,82.2,45,73,61.6,0,0.4,0.3,-0.4,5,47,6,0,52,889,118,397,408,88,18,889,8,5,62.5,3,37.5,1538,673,7,1,16,6,518,14,24,1.37,21,1,0,1,1,0,2,0.11,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Premier League,2022
2320,Robin Olsen,SE,GK,-,Aston Villa,31.0,1990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,90.0,3.0,3.0,5.0,2.0,40.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,2.2,0.44,-0.8,-0.78,8.0,25,20,32.0,26.0,7.0,46.2,65.0,38.3,48.6,25,20,46.2,65.0,38.3,48.6,28.0,5.0,17.9,0.0,0.0,5.8,Premier League,2022
